"","Crop_ID","Corn_weed_management","Biomass","mean_seed","SE_seed","df","lower.CL","upper.CL","var_seed","matrix_id"
"1","A4","conv",219.8203125,3068.35706532999,4666.39409678847,339.169582929041,153.28273167382,61061.9115279641,21775233.8665422,"A4_conv"
"2","A4","conv",12.4553846153846,218.247605006659,201.098624208313,346.069126917646,35.0956153109189,1330.72718866536,40440.6566584762,"A4_conv"
"3","A4","conv",2.86610307692308,55.8609221565775,35.4260950211876,344.865748658992,15.6963515206393,192.644968752585,1255.00820845021,"A4_conv"
"4","A4","conv",0.877878461538461,18.2277988064355,7.94042171720158,223.204110904045,7.52110950923874,42.3873366537443,63.0502970470064,"A4_conv"
"5","A4","conv",0.406489230769231,8.53014159501216,3.00186934648412,85.7103720578698,4.09498254469202,16.8260863554089,9.01121957336097,"A4_conv"
"6","A4","conv",0.116190769230769,2.09730457928542,0.973870126035011,53.1193904898528,0.648570516405277,4.81916003070389,0.948423022383448,"A4_conv"
"7","A4","low",219.8203125,104.872647255635,150.475094100451,348.659699254469,5.46800760199111,1731.99385632534,22642.7539445396,"A4_low"
"8","A4","low",12.4553846153846,23.7523073343885,21.8047398920511,333.536296913051,3.37569025127457,139.018301843363,475.446681760004,"A4_low"
"9","A4","low",2.86610307692308,10.7716375726186,7.25284233606512,278.699764617686,2.50025672408621,38.5889393448026,52.6037219518185,"A4_low"
"10","A4","low",0.877878461538461,5.47916858538599,2.73896360850977,154.911087332738,1.81095842666696,13.9342747867066,7.50192164874086,"A4_low"
"11","A4","low",0.406489230769231,3.40198180705287,1.42294431458599,73.7703450384346,1.31157745912503,7.38277936702112,2.02477052241259,"A4_low"
"12","A4","low",0.116190769230769,1.37050792016671,0.658091336491705,45.9612073560045,0.355647423920831,3.14511007834237,0.433084207165438,"A4_low"
"13","C2","conv",219.8203125,314553.660930049,187825.732772709,232.454017391189,96998.5391371532,1020051.62698119,35278505891.605,"C2_conv"
"14","C2","conv",12.4553846153846,9646.79271126066,2564.91985859742,171.436096958773,5707.50543327129,16304.4770267801,6578813.88102743,"C2_conv"
"15","C2","conv",2.86610307692308,1622.84266921128,421.650055910341,153.232523028205,971.209511788263,2711.23947346599,177788.769649194,"C2_conv"
"16","C2","conv",0.877878461538461,386.982790475054,142.491416336195,184.97872315619,186.99208534835,799.728634005395,20303.803729495,"C2_conv"
"17","C2","conv",0.406489230769231,152.57845686719,70.686221543792,200.420763132516,60.9690841580315,379.614668332974,4996.54191613804,"C2_conv"
"18","C2","conv",0.116190769230769,33.8215213278803,21.7338448839042,214.805254277178,9.17560504550039,118.16130216986,472.36001343761,"C2_conv"
"19","C2","low",219.8203125,286972.905773026,145247.811279508,348.560125442334,106050.682252629,776545.122092127,21096926681.4876,"C2_low"
"20","C2","low",12.4553846153846,8180.168231804,2439.96900274664,261.989684792255,4546.50301303977,14717.3000088523,5953448.73436441,"C2_low"
"21","C2","low",2.86610307692308,1325.44675719071,307.622275021575,138.804835906493,837.585993819189,2097.12829290006,94631.4640894497,"C2_low"
"22","C2","low",0.877878461538461,306.545991612341,68.9199617575646,106.75129900721,196.229445892237,478.566002575992,4749.96112866416,"C2_low"
"23","C2","low",0.406489230769231,118.393593660009,29.1571894458263,123.498174044506,72.6294343475656,192.602332183646,850.141696379803,"C2_low"
"24","C2","low",0.116190769230769,25.2405374127351,8.04170145852135,188.74146377427,13.3360398921342,47.0304051111736,64.6689623479843,"C2_low"
"25","C3","conv",219.8203125,273268.654147085,195185.700240538,321.600649888747,67036.0923237766,1113953.99549704,38097457578.3892,"C3_conv"
"26","C3","conv",12.4553846153846,8179.37278791193,3096.06625342452,213.964607219691,3878.55621290603,17248.0087207897,9585626.24559417,"C3_conv"
"27","C3","conv",2.86610307692308,1358.8585702541,397.036447074538,106.295463710569,761.267666036752,2424.93961870129,157637.940305572,"C3_conv"
"28","C3","conv",0.877878461538461,320.682688471954,102.841916163204,103.736847567096,169.642348521274,605.413079515506,10576.4597201196,"C3_conv"
"29","C3","conv",0.406489230769231,125.514270529958,47.9058714832484,132.529073177223,58.8209666779399,266.562721510312,2294.97252256951,"C3_conv"
"30","C3","conv",0.116190769230769,27.3898943334888,14.4409374274845,189.274887433125,9.4088159078452,76.4330247938368,208.540673784521,"C3_conv"
"31","C3","low",219.8203125,5384.19290826031,6496.3734654717,340.466522764003,500.995239561515,57769.0750399715,42202868.2028847,"C3_low"
"32","C3","low",12.4553846153846,810.220499355979,579.440264056223,349.342605141461,198.079797515368,3304.60261155862,335751.019609545,"C3_low"
"33","C3","low",2.86610307692308,307.132104525523,148.452273529188,308.42133900507,118.406620833091,794.143461701712,22038.0775159848,"C3_low"
"34","C3","low",0.877878461538461,140.576044793035,46.8066821485235,147.802719520551,72.6630113368881,271.100964859718,2190.86549375291,"C3_low"
"35","C3","low",0.406489230769231,84.5749815138122,23.8379807269615,77.3501052884452,48.143482387394,148.014215219062,568.249325138986,"C3_low"
